degree,degree_id,degree_level,total,file,term,year,term_numeric,time
College of Natural Science-Physiology,3861,PHD,7,spring2011.xlsx,spring,2011,0,51
College of Natural Science-Physiology,3861,PHD,1,summer2011.xlsx,summer,2011,1,52
College of Natural Science-Physiology,3861,PHD,6,fall2011.xlsx,fall,2011,2,53
College of Natural Science-Physiology,3861,PHD,6,spring2012.xlsx,spring,2012,0,54
College of Natural Science-Physiology,3861,PHD,1,summer2012.xlsx,summer,2012,1,55
College of Natural Science-Physiology,3861,PHD,5,fall2012.xlsx,fall,2012,2,56
College of Natural Science-Physiology,3861,PHD,4,spring2013.xlsx,spring,2013,0,57
College of Natural Science-Physiology,3861,PHD,2,summer2013.xlsx,summer,2013,1,58
College of Natural Science-Physiology,3861,PHD,10,fall2013.xlsx,fall,2013,2,59
College of Natural Science-Physiology,3861,PHD,11,spring2014.xlsx,spring,2014,0,60
College of Natural Science-Physiology,3861,PHD,1,summer2014.xlsx,summer,2014,1,61
College of Natural Science-Physiology,3861,PHD,12,fall2014.xlsx,fall,2014,2,62
College of Natural Science-Physiology,3861,PHD,14,spring2015.xlsx,spring,2015,0,63
College of Natural Science-Physiology,3861,PHD,4,summer2015.xlsx,summer,2015,1,64
College of Natural Science-Physiology,3861,PHD,12,fall2015.xlsx,fall,2015,2,65
College of Natural Science-Physiology,3861,PHD,11,spring2016.xlsx,spring,2016,0,66
College of Natural Science-Physiology,3861,PHD,4,summer2016.xlsx,summer,2016,1,67
College of Natural Science-Physiology,3861,PHD,16,fall2016.xlsx,fall,2016,2,68
College of Natural Science-Physiology,3861,PHD,16,spring2017.xlsx,spring,2017,0,69
College of Natural Science-Physiology,3861,PHD,5,summer2017.xlsx,summer,2017,1,70
College of Natural Science-Physiology,3861,PHD,16,fall2017.xlsx,fall,2017,2,71
College of Natural Science-Physiology,3861,PHD,15,spring2018.xlsx,spring,2018,0,72
College of Natural Science-Physiology,3861,PHD,2,summer2018.xlsx,summer,2018,1,73
College of Natural Science-Physiology,3861,PHD,17,fall2018.xlsx,fall,2018,2,74
College of Natural Science-Physiology,3861,PHD,16,spring2019.xlsx,spring,2019,0,75
College of Natural Science-Physiology,3861,PHD,2,summer2019.xlsx,summer,2019,1,76
College of Natural Science-Physiology,3861,PHD,12,fall2019.xlsx,fall,2019,2,77
College of Natural Science-Physiology,3861,PHD,9,spring2020.xlsx,spring,2020,0,78
College of Natural Science-Plant Biology,7019,PHD,37,fall2002.xlsx,fall,2002,2,1
College of Natural Science-Plant Biology,7019,PHD,39,spring2003.xlsx,spring,2003,0,2
College of Natural Science-Plant Biology,7019,PHD,23,summer2003.xlsx,summer,2003,1,3
College of Natural Science-Plant Biology,7019,PHD,28,fall2003.xlsx,fall,2003,2,4
College of Natural Science-Plant Biology,7019,PHD,24,spring2004.xlsx,spring,2004,0,5
College of Natural Science-Plant Biology,7019,PHD,16,summer2004.xlsx,summer,2004,1,6
College of Natural Science-Plant Biology,7019,PHD,29,fall2004.xlsx,fall,2004,2,7
College of Natural Science-Plant Biology,7019,PHD,28,spring2005.xlsx,spring,2005,0,8
College of Natural Science-Plant Biology,7019,PHD,22,summer2005.xlsx,summer,2005,1,9
College of Natural Science-Plant Biology,7019,PHD,31,fall2005.xlsx,fall,2005,2,10
College of Natural Science-Plant Biology,7019,PHD,31,spring2006.xlsx,spring,2006,0,11
College of Natural Science-Plant Biology,7019,PHD,22,summer2006.xlsx,summer,2006,1,12
College of Natural Science-Plant Biology,7019,PHD,38,fall2006.xlsx,fall,2006,2,13
College of Natural Science-Plant Biology,7019,PHD,37,spring2007.xlsx,spring,2007,0,14
College of Natural Science-Plant Biology,7019,PHD,29,summer2007.xlsx,summer,2007,1,15
College of Natural Science-Plant Biology,7019,PHD,40,fall2007.xlsx,fall,2007,2,16
College of Natural Science-Plant Biology,7019,PHD,36,spring2008.xlsx,spring,2008,0,17
College of Natural Science-Plant Biology,7019,PHD,28,summer2008.xlsx,summer,2008,1,18
College of Natural Science-Plant Biology,7019,PHD,39,fall2008.xlsx,fall,2008,2,19
College of Natural Science-Plant Biology,7019,PHD,37,spring2009.xlsx,spring,2009,0,20
College of Natural Science-Plant Biology,7019,PHD,26,summer2009.xlsx,summer,2009,1,21
College of Natural Science-Plant Biology,7019,PHD,47,fall2009.xlsx,fall,2009,2,22
College of Natural Science-Plant Biology,7019,PHD,46,spring2010.xlsx,spring,2010,0,23
College of Natural Science-Plant Biology,7019,PHD,20,summer2010.xlsx,summer,2010,1,24
College of Natural Science-Plant Biology,7019,PHD,46,fall2010.xlsx,fall,2010,2,25
College of Natural Science-Plant Biology,7019,PHD,47,spring2011.xlsx,spring,2011,0,26
College of Natural Science-Plant Biology,7019,PHD,21,summer2011.xlsx,summer,2011,1,27
College of Natural Science-Plant Biology,7019,PHD,45,fall2011.xlsx,fall,2011,2,28
College of Natural Science-Plant Biology,7019,PHD,41,spring2012.xlsx,spring,2012,0,29
College of Natural Science-Plant Biology,7019,PHD,18,summer2012.xlsx,summer,2012,1,30
College of Natural Science-Plant Biology,7019,PHD,41,fall2012.xlsx,fall,2012,2,31
College of Natural Science-Plant Biology,7019,PHD,42,spring2013.xlsx,spring,2013,0,32
College of Natural Science-Plant Biology,7019,PHD,17,summer2013.xlsx,summer,2013,1,33
College of Natural Science-Plant Biology,7019,PHD,46,fall2013.xlsx,fall,2013,2,34
College of Natural Science-Plant Biology,7019,PHD,45,spring2014.xlsx,spring,2014,0,35
College of Natural Science-Plant Biology,7019,PHD,23,summer2014.xlsx,summer,2014,1,36
College of Natural Science-Plant Biology,7019,PHD,44,fall2014.xlsx,fall,2014,2,37
College of Natural Science-Plant Biology,7019,PHD,41,spring2015.xlsx,spring,2015,0,38
College of Natural Science-Plant Biology,7019,PHD,22,summer2015.xlsx,summer,2015,1,39
College of Natural Science-Plant Biology,7019,PHD,43,fall2015.xlsx,fall,2015,2,40
College of Natural Science-Plant Biology,7019,PHD,40,spring2016.xlsx,spring,2016,0,41
College of Natural Science-Plant Biology,7019,PHD,25,summer2016.xlsx,summer,2016,1,42
College of Natural Science-Plant Biology,7019,PHD,42,fall2016.xlsx,fall,2016,2,43
College of Natural Science-Plant Biology,7019,PHD,42,spring2017.xlsx,spring,2017,0,44
College of Natural Science-Plant Biology,7019,PHD,20,summer2017.xlsx,summer,2017,1,45
College of Natural Science-Plant Biology,7019,PHD,43,fall2017.xlsx,fall,2017,2,46
College of Natural Science-Plant Biology,7019,PHD,41,spring2018.xlsx,spring,2018,0,47
College of Natural Science-Plant Biology,7019,PHD,21,summer2018.xlsx,summer,2018,1,48
College of Natural Science-Plant Biology,7019,PHD,38,fall2018.xlsx,fall,2018,2,49
College of Natural Science-Plant Biology,7019,PHD,32,spring2019.xlsx,spring,2019,0,50
College of Natural Science-Plant Biology,7019,PHD,18,summer2019.xlsx,summer,2019,1,51
College of Natural Science-Plant Biology,7019,PHD,36,fall2019.xlsx,fall,2019,2,52
College of Natural Science-Plant Biology,7019,PHD,32,spring2020.xlsx,spring,2020,0,53
College of Natural Science-Statistics,3877,PHD,17,summer1994.xlsx,summer,1994,1,1
College of Natural Science-Statistics,3877,PHD,19,fall1994.xlsx,fall,1994,2,2
College of Natural Science-Statistics,3877,PHD,20,spring1995.xlsx,spring,1995,0,3
College of Natural Science-Statistics,3877,PHD,17,summer1995.xlsx,summer,1995,1,4
College of Natural Science-Statistics,3877,PHD,23,fall1995.xlsx,fall,1995,2,5
College of Natural Science-Statistics,3877,PHD,24,spring1996.xlsx,spring,1996,0,6
College of Natural Science-Statistics,3877,PHD,19,summer1996.xlsx,summer,1996,1,7
College of Natural Science-Statistics,3877,PHD,26,fall1996.xlsx,fall,1996,2,8
College of Natural Science-Statistics,3877,PHD,26,spring1997.xlsx,spring,1997,0,9
College of Natural Science-Statistics,3877,PHD,18,summer1997.xlsx,summer,1997,1,10
College of Natural Science-Statistics,3877,PHD,23,fall1997.xlsx,fall,1997,2,11
College of Natural Science-Statistics,3877,PHD,22,spring1998.xlsx,spring,1998,0,12
College of Natural Science-Statistics,3877,PHD,18,summer1998.xlsx,summer,1998,1,13
College of Natural Science-Statistics,3877,PHD,22,fall1998.xlsx,fall,1998,2,14
College of Natural Science-Statistics,3877,PHD,20,spring1999.xlsx,spring,1999,0,15
College of Natural Science-Statistics,3877,PHD,19,summer1999.xlsx,summer,1999,1,16
College of Natural Science-Statistics,3877,PHD,27,fall1999.xlsx,fall,1999,2,17
College of Natural Science-Statistics,3877,PHD,23,spring2000.xlsx,spring,2000,0,18
College of Natural Science-Statistics,3877,PHD,28,summer2000.xlsx,summer,2000,1,19
College of Natural Science-Statistics,3877,PHD,27,fall2000.xlsx,fall,2000,2,20
College of Natural Science-Statistics,3877,PHD,24,spring2001.xlsx,spring,2001,0,21
College of Natural Science-Statistics,3877,PHD,22,summer2001.xlsx,summer,2001,1,22
College of Natural Science-Statistics,3877,PHD,20,fall2001.xlsx,fall,2001,2,23
College of Natural Science-Statistics,3877,PHD,21,spring2002.xlsx,spring,2002,0,24
College of Natural Science-Statistics,3877,PHD,23,summer2002.xlsx,summer,2002,1,25
College of Natural Science-Statistics,3877,PHD,17,fall2002.xlsx,fall,2002,2,26
College of Natural Science-Statistics,3877,PHD,17,spring2003.xlsx,spring,2003,0,27
College of Natural Science-Statistics,3877,PHD,18,summer2003.xlsx,summer,2003,1,28
College of Natural Science-Statistics,3877,PHD,23,fall2003.xlsx,fall,2003,2,29
College of Natural Science-Statistics,3877,PHD,22,spring2004.xlsx,spring,2004,0,30
College of Natural Science-Statistics,3877,PHD,20,summer2004.xlsx,summer,2004,1,31
College of Natural Science-Statistics,3877,PHD,21,fall2004.xlsx,fall,2004,2,32
College of Natural Science-Statistics,3877,PHD,20,spring2005.xlsx,spring,2005,0,33
College of Natural Science-Statistics,3877,PHD,21,summer2005.xlsx,summer,2005,1,34
College of Natural Science-Statistics,3877,PHD,26,fall2005.xlsx,fall,2005,2,35
College of Natural Science-Statistics,3877,PHD,25,spring2006.xlsx,spring,2006,0,36
College of Natural Science-Statistics,3877,PHD,15,summer2006.xlsx,summer,2006,1,37
College of Natural Science-Statistics,3877,PHD,35,fall2006.xlsx,fall,2006,2,38
College of Natural Science-Statistics,3877,PHD,32,spring2007.xlsx,spring,2007,0,39
College of Natural Science-Statistics,3877,PHD,18,summer2007.xlsx,summer,2007,1,40
College of Natural Science-Statistics,3877,PHD,33,fall2007.xlsx,fall,2007,2,41
College of Natural Science-Statistics,3877,PHD,28,spring2008.xlsx,spring,2008,0,42
College of Natural Science-Statistics,3877,PHD,21,summer2008.xlsx,summer,2008,1,43
College of Natural Science-Statistics,3877,PHD,33,fall2008.xlsx,fall,2008,2,44
College of Natural Science-Statistics,3877,PHD,32,spring2009.xlsx,spring,2009,0,45
College of Natural Science-Statistics,3877,PHD,28,summer2009.xlsx,summer,2009,1,46
College of Natural Science-Statistics,3877,PHD,33,fall2009.xlsx,fall,2009,2,47
College of Natural Science-Statistics,3877,PHD,30,spring2010.xlsx,spring,2010,0,48
College of Natural Science-Statistics,3877,PHD,19,summer2010.xlsx,summer,2010,1,49
College of Natural Science-Statistics,3877,PHD,31,fall2010.xlsx,fall,2010,2,50
College of Natural Science-Statistics,3877,PHD,32,spring2011.xlsx,spring,2011,0,51
College of Natural Science-Statistics,3877,PHD,20,summer2011.xlsx,summer,2011,1,52
College of Natural Science-Statistics,3877,PHD,31,fall2011.xlsx,fall,2011,2,53
College of Natural Science-Statistics,3877,PHD,27,spring2012.xlsx,spring,2012,0,54
College of Natural Science-Statistics,3877,PHD,16,summer2012.xlsx,summer,2012,1,55
College of Natural Science-Statistics,3877,PHD,31,fall2012.xlsx,fall,2012,2,56
College of Natural Science-Statistics,3877,PHD,32,spring2013.xlsx,spring,2013,0,57
College of Natural Science-Statistics,3877,PHD,26,summer2013.xlsx,summer,2013,1,58
College of Natural Science-Statistics,3877,PHD,39,fall2013.xlsx,fall,2013,2,59
College of Natural Science-Statistics,3877,PHD,39,spring2014.xlsx,spring,2014,0,60
College of Natural Science-Statistics,3877,PHD,29,summer2014.xlsx,summer,2014,1,61
College of Natural Science-Statistics,3877,PHD,45,fall2014.xlsx,fall,2014,2,62
College of Natural Science-Statistics,3877,PHD,45,spring2015.xlsx,spring,2015,0,63
College of Natural Science-Statistics,3877,PHD,23,summer2015.xlsx,summer,2015,1,64
College of Natural Science-Statistics,3877,PHD,40,fall2015.xlsx,fall,2015,2,65
College of Natural Science-Statistics,3877,PHD,39,spring2016.xlsx,spring,2016,0,66
College of Natural Science-Statistics,3877,PHD,25,summer2016.xlsx,summer,2016,1,67
College of Natural Science-Statistics,3877,PHD,44,fall2016.xlsx,fall,2016,2,68
College of Natural Science-Statistics,3877,PHD,43,spring2017.xlsx,spring,2017,0,69
College of Natural Science-Statistics,3877,PHD,31,summer2017.xlsx,summer,2017,1,70
College of Natural Science-Statistics,3877,PHD,39,fall2017.xlsx,fall,2017,2,71
College of Natural Science-Statistics,3877,PHD,38,spring2018.xlsx,spring,2018,0,72
College of Natural Science-Statistics,3877,PHD,20,summer2018.xlsx,summer,2018,1,73
College of Natural Science-Statistics,3877,PHD,38,fall2018.xlsx,fall,2018,2,74
College of Natural Science-Statistics,3877,PHD,35,spring2019.xlsx,spring,2019,0,75
College of Natural Science-Statistics,3877,PHD,18,summer2019.xlsx,summer,2019,1,76
College of Natural Science-Statistics,3877,PHD,38,fall2019.xlsx,fall,2019,2,77
College of Natural Science-Statistics,3877,PHD,39,spring2020.xlsx,spring,2020,0,78
College of Natural Science-Zoology,3889,PHD,32,summer1994.xlsx,summer,1994,1,1
College of Natural Science-Zoology,3889,PHD,44,fall1994.xlsx,fall,1994,2,2
College of Natural Science-Zoology,3889,PHD,43,spring1995.xlsx,spring,1995,0,3
College of Natural Science-Zoology,3889,PHD,31,summer1995.xlsx,summer,1995,1,4
College of Natural Science-Zoology,3889,PHD,44,fall1995.xlsx,fall,1995,2,5
College of Natural Science-Zoology,3889,PHD,42,spring1996.xlsx,spring,1996,0,6
College of Natural Science-Zoology,3889,PHD,31,summer1996.xlsx,summer,1996,1,7
College of Natural Science-Zoology,3889,PHD,39,fall1996.xlsx,fall,1996,2,8
College of Natural Science-Zoology,3889,PHD,38,spring1997.xlsx,spring,1997,0,9
College of Natural Science-Zoology,3889,PHD,38,summer1997.xlsx,summer,1997,1,10
College of Natural Science-Zoology,3889,PHD,50,fall1997.xlsx,fall,1997,2,11
College of Natural Science-Zoology,3889,PHD,47,spring1998.xlsx,spring,1998,0,12
College of Natural Science-Zoology,3889,PHD,44,summer1998.xlsx,summer,1998,1,13
College of Natural Science-Zoology,3889,PHD,49,fall1998.xlsx,fall,1998,2,14
College of Natural Science-Zoology,3889,PHD,18,spring1999.xlsx,spring,1999,0,15
College of Natural Science-Zoology,3889,PHD,38,summer1999.xlsx,summer,1999,1,16
College of Natural Science-Zoology,3889,PHD,54,fall1999.xlsx,fall,1999,2,17
College of Natural Science-Zoology,3889,PHD,52,spring2000.xlsx,spring,2000,0,18
College of Natural Science-Zoology,3889,PHD,37,summer2000.xlsx,summer,2000,1,19
College of Natural Science-Zoology,3889,PHD,54,fall2000.xlsx,fall,2000,2,20
College of Natural Science-Zoology,3889,PHD,54,spring2001.xlsx,spring,2001,0,21
College of Natural Science-Zoology,3889,PHD,38,summer2001.xlsx,summer,2001,1,22
College of Natural Science-Zoology,3889,PHD,57,fall2001.xlsx,fall,2001,2,23
College of Natural Science-Zoology,3889,PHD,53,spring2002.xlsx,spring,2002,0,24
College of Natural Science-Zoology,3889,PHD,39,summer2002.xlsx,summer,2002,1,25
College of Natural Science-Zoology,3889,PHD,61,fall2002.xlsx,fall,2002,2,26
College of Natural Science-Zoology,3889,PHD,55,spring2003.xlsx,spring,2003,0,27
College of Natural Science-Zoology,3889,PHD,40,summer2003.xlsx,summer,2003,1,28
College of Natural Science-Zoology,3889,PHD,51,fall2003.xlsx,fall,2003,2,29
College of Natural Science-Zoology,3889,PHD,29,spring2004.xlsx,spring,2004,0,30
College of Natural Science-Zoology,3889,PHD,35,summer2004.xlsx,summer,2004,1,31
College of Natural Science-Zoology,3889,PHD,49,fall2004.xlsx,fall,2004,2,32
College of Natural Science-Zoology,3889,PHD,50,spring2005.xlsx,spring,2005,0,33
College of Natural Science-Zoology,3889,PHD,31,summer2005.xlsx,summer,2005,1,34
College of Natural Science-Zoology,3889,PHD,50,fall2005.xlsx,fall,2005,2,35
College of Natural Science-Zoology,3889,PHD,50,spring2006.xlsx,spring,2006,0,36
College of Natural Science-Zoology,3889,PHD,29,summer2006.xlsx,summer,2006,1,37
College of Natural Science-Zoology,3889,PHD,46,fall2006.xlsx,fall,2006,2,38
College of Natural Science-Zoology,3889,PHD,49,spring2007.xlsx,spring,2007,0,39
College of Natural Science-Zoology,3889,PHD,25,summer2007.xlsx,summer,2007,1,40
College of Natural Science-Zoology,3889,PHD,46,fall2007.xlsx,fall,2007,2,41
College of Natural Science-Zoology,3889,PHD,44,spring2008.xlsx,spring,2008,0,42
College of Natural Science-Zoology,3889,PHD,25,summer2008.xlsx,summer,2008,1,43
College of Natural Science-Zoology,3889,PHD,44,fall2008.xlsx,fall,2008,2,44
College of Natural Science-Zoology,3889,PHD,43,spring2009.xlsx,spring,2009,0,45
College of Natural Science-Zoology,3889,PHD,27,summer2009.xlsx,summer,2009,1,46
College of Natural Science-Zoology,3889,PHD,48,fall2009.xlsx,fall,2009,2,47
College of Natural Science-Zoology,3889,PHD,45,spring2010.xlsx,spring,2010,0,48
College of Natural Science-Zoology,3889,PHD,29,summer2010.xlsx,summer,2010,1,49
College of Natural Science-Zoology,3889,PHD,54,fall2010.xlsx,fall,2010,2,50
College of Natural Science-Zoology,3889,PHD,53,spring2011.xlsx,spring,2011,0,51
College of Natural Science-Zoology,3889,PHD,32,summer2011.xlsx,summer,2011,1,52
College of Natural Science-Zoology,3889,PHD,55,fall2011.xlsx,fall,2011,2,53
College of Natural Science-Zoology,3889,PHD,51,spring2012.xlsx,spring,2012,0,54
College of Natural Science-Zoology,3889,PHD,38,summer2012.xlsx,summer,2012,1,55
College of Natural Science-Zoology,3889,PHD,66,fall2012.xlsx,fall,2012,2,56
College of Natural Science-Zoology,3889,PHD,63,spring2013.xlsx,spring,2013,0,57
College of Natural Science-Zoology,3889,PHD,39,summer2013.xlsx,summer,2013,1,58
College of Natural Science-Zoology,3889,PHD,60,fall2013.xlsx,fall,2013,2,59
College of Natural Science-Zoology,3889,PHD,56,spring2014.xlsx,spring,2014,0,60
College of Natural Science-Zoology,3889,PHD,36,summer2014.xlsx,summer,2014,1,61
College of Natural Science-Zoology,3889,PHD,57,fall2014.xlsx,fall,2014,2,62
College of Natural Science-Zoology,3889,PHD,54,spring2015.xlsx,spring,2015,0,63
College of Natural Science-Zoology,3889,PHD,31,summer2015.xlsx,summer,2015,1,64
College of Natural Science-Zoology,3889,PHD,56,fall2015.xlsx,fall,2015,2,65
College of Natural Science-Zoology,3889,PHD,50,spring2016.xlsx,spring,2016,0,66
College of Natural Science-Zoology,3889,PHD,23,summer2016.xlsx,summer,2016,1,67
College of Natural Science-Zoology,3889,PHD,43,fall2016.xlsx,fall,2016,2,68
College of Natural Science-Zoology,3889,PHD,40,spring2017.xlsx,spring,2017,0,69
College of Natural Science-Zoology,3889,PHD,16,summer2017.xlsx,summer,2017,1,70
College of Natural Science-Zoology,3889,PHD,32,fall2017.xlsx,fall,2017,2,71
College of Natural Science-Zoology,3889,PHD,32,spring2018.xlsx,spring,2018,0,72
College of Natural Science-Zoology,3889,PHD,12,summer2018.xlsx,summer,2018,1,73
College of Natural Science-Zoology,3889,PHD,26,fall2018.xlsx,fall,2018,2,74
College of Natural Science-Zoology,3889,PHD,23,spring2019.xlsx,spring,2019,0,75
College of Natural Science-Zoology,3889,PHD,13,summer2019.xlsx,summer,2019,1,76
College of Natural Science-Zoology,3889,PHD,20,fall2019.xlsx,fall,2019,2,77
College of Natural Science-Zoology,3889,PHD,17,spring2020.xlsx,spring,2020,0,78
College of Social Science-Anthropology,4308,PHD,7,summer1994.xlsx,summer,1994,1,1
College of Social Science-Anthropology,4308,PHD,34,fall1994.xlsx,fall,1994,2,2
College of Social Science-Anthropology,4308,PHD,31,spring1995.xlsx,spring,1995,0,3
College of Social Science-Anthropology,4308,PHD,6,summer1995.xlsx,summer,1995,1,4
College of Social Science-Anthropology,4308,PHD,34,fall1995.xlsx,fall,1995,2,5
College of Social Science-Anthropology,4308,PHD,33,spring1996.xlsx,spring,1996,0,6
College of Social Science-Anthropology,4308,PHD,12,summer1996.xlsx,summer,1996,1,7
College of Social Science-Anthropology,4308,PHD,40,fall1996.xlsx,fall,1996,2,8
College of Social Science-Anthropology,4308,PHD,36,spring1997.xlsx,spring,1997,0,9
College of Social Science-Anthropology,4308,PHD,17,summer1997.xlsx,summer,1997,1,10
College of Social Science-Anthropology,4308,PHD,40,fall1997.xlsx,fall,1997,2,11
College of Social Science-Anthropology,4308,PHD,38,spring1998.xlsx,spring,1998,0,12
College of Social Science-Anthropology,4308,PHD,11,summer1998.xlsx,summer,1998,1,13
College of Social Science-Anthropology,4308,PHD,30,fall1998.xlsx,fall,1998,2,14
College of Social Science-Anthropology,4308,PHD,33,spring1999.xlsx,spring,1999,0,15
College of Social Science-Anthropology,4308,PHD,14,summer1999.xlsx,summer,1999,1,16
College of Social Science-Anthropology,4308,PHD,36,fall1999.xlsx,fall,1999,2,17
College of Social Science-Anthropology,4308,PHD,38,spring2000.xlsx,spring,2000,0,18
College of Social Science-Anthropology,4308,PHD,9,summer2000.xlsx,summer,2000,1,19
College of Social Science-Anthropology,4308,PHD,33,fall2000.xlsx,fall,2000,2,20
College of Social Science-Anthropology,4308,PHD,35,spring2001.xlsx,spring,2001,0,21
College of Social Science-Anthropology,4308,PHD,14,summer2001.xlsx,summer,2001,1,22
College of Social Science-Anthropology,4308,PHD,44,fall2001.xlsx,fall,2001,2,23
College of Social Science-Anthropology,4308,PHD,42,spring2002.xlsx,spring,2002,0,24
College of Social Science-Anthropology,4308,PHD,20,summer2002.xlsx,summer,2002,1,25
College of Social Science-Anthropology,4308,PHD,50,fall2002.xlsx,fall,2002,2,26
College of Social Science-Anthropology,4308,PHD,44,spring2003.xlsx,spring,2003,0,27
College of Social Science-Anthropology,4308,PHD,21,summer2003.xlsx,summer,2003,1,28
College of Social Science-Anthropology,4308,PHD,40,fall2003.xlsx,fall,2003,2,29
College of Social Science-Anthropology,4308,PHD,31,spring2004.xlsx,spring,2004,0,30
College of Social Science-Anthropology,4308,PHD,16,summer2004.xlsx,summer,2004,1,31
College of Social Science-Anthropology,4308,PHD,51,fall2004.xlsx,fall,2004,2,32
College of Social Science-Anthropology,4308,PHD,47,spring2005.xlsx,spring,2005,0,33
College of Social Science-Anthropology,4308,PHD,19,summer2005.xlsx,summer,2005,1,34
College of Social Science-Anthropology,4308,PHD,43,fall2005.xlsx,fall,2005,2,35
College of Social Science-Anthropology,4308,PHD,43,spring2006.xlsx,spring,2006,0,36
College of Social Science-Anthropology,4308,PHD,15,summer2006.xlsx,summer,2006,1,37
College of Social Science-Anthropology,4308,PHD,46,fall2006.xlsx,fall,2006,2,38
College of Social Science-Anthropology,4308,PHD,44,spring2007.xlsx,spring,2007,0,39
College of Social Science-Anthropology,4308,PHD,16,summer2007.xlsx,summer,2007,1,40
College of Social Science-Anthropology,4308,PHD,54,fall2007.xlsx,fall,2007,2,41
College of Social Science-Anthropology,4308,PHD,48,spring2008.xlsx,spring,2008,0,42
College of Social Science-Anthropology,4308,PHD,19,summer2008.xlsx,summer,2008,1,43
College of Social Science-Anthropology,4308,PHD,52,fall2008.xlsx,fall,2008,2,44
College of Social Science-Anthropology,4308,PHD,53,spring2009.xlsx,spring,2009,0,45
College of Social Science-Anthropology,4308,PHD,20,summer2009.xlsx,summer,2009,1,46
College of Social Science-Anthropology,4308,PHD,50,fall2009.xlsx,fall,2009,2,47
College of Social Science-Anthropology,4308,PHD,57,spring2010.xlsx,spring,2010,0,48
College of Social Science-Anthropology,4308,PHD,32,summer2010.xlsx,summer,2010,1,49
College of Social Science-Anthropology,4308,PHD,56,fall2010.xlsx,fall,2010,2,50
College of Social Science-Anthropology,4308,PHD,59,spring2011.xlsx,spring,2011,0,51
College of Social Science-Anthropology,4308,PHD,33,summer2011.xlsx,summer,2011,1,52
College of Social Science-Anthropology,4308,PHD,63,fall2011.xlsx,fall,2011,2,53
College of Social Science-Anthropology,4308,PHD,63,spring2012.xlsx,spring,2012,0,54
College of Social Science-Anthropology,4308,PHD,36,summer2012.xlsx,summer,2012,1,55
College of Social Science-Anthropology,4308,PHD,63,fall2012.xlsx,fall,2012,2,56
College of Social Science-Anthropology,4308,PHD,61,spring2013.xlsx,spring,2013,0,57
College of Social Science-Anthropology,4308,PHD,24,summer2013.xlsx,summer,2013,1,58
College of Social Science-Anthropology,4308,PHD,55,fall2013.xlsx,fall,2013,2,59
College of Social Science-Anthropology,4308,PHD,57,spring2014.xlsx,spring,2014,0,60
College of Social Science-Anthropology,4308,PHD,18,summer2014.xlsx,summer,2014,1,61
College of Social Science-Anthropology,4308,PHD,54,fall2014.xlsx,fall,2014,2,62
College of Social Science-Anthropology,4308,PHD,53,spring2015.xlsx,spring,2015,0,63
College of Social Science-Anthropology,4308,PHD,19,summer2015.xlsx,summer,2015,1,64
College of Social Science-Anthropology,4308,PHD,54,fall2015.xlsx,fall,2015,2,65
College of Social Science-Anthropology,4308,PHD,54,spring2016.xlsx,spring,2016,0,66
College of Social Science-Anthropology,4308,PHD,18,summer2016.xlsx,summer,2016,1,67
College of Social Science-Anthropology,4308,PHD,48,fall2016.xlsx,fall,2016,2,68
College of Social Science-Anthropology,4308,PHD,44,spring2017.xlsx,spring,2017,0,69
College of Social Science-Anthropology,4308,PHD,15,summer2017.xlsx,summer,2017,1,70
College of Social Science-Anthropology,4308,PHD,45,fall2017.xlsx,fall,2017,2,71
College of Social Science-Anthropology,4308,PHD,37,spring2018.xlsx,spring,2018,0,72
College of Social Science-Anthropology,4308,PHD,19,summer2018.xlsx,summer,2018,1,73
College of Social Science-Anthropology,4308,PHD,40,fall2018.xlsx,fall,2018,2,74
College of Social Science-Anthropology,4308,PHD,39,spring2019.xlsx,spring,2019,0,75
College of Social Science-Anthropology,4308,PHD,15,summer2019.xlsx,summer,2019,1,76
College of Social Science-Anthropology,4308,PHD,41,fall2019.xlsx,fall,2019,2,77
College of Social Science-Anthropology,4308,PHD,39,spring2020.xlsx,spring,2020,0,78
College of Social Science-Chicano/Latino Studies,7625,PHD,3,fall2007.xlsx,fall,2007,2,1
College of Social Science-Chicano/Latino Studies,7625,PHD,4,spring2008.xlsx,spring,2008,0,2
College of Social Science-Chicano/Latino Studies,7625,PHD,3,summer2008.xlsx,summer,2008,1,3
College of Social Science-Chicano/Latino Studies,7625,PHD,6,fall2008.xlsx,fall,2008,2,4
College of Social Science-Chicano/Latino Studies,7625,PHD,6,spring2009.xlsx,spring,2009,0,5
College of Social Science-Chicano/Latino Studies,7625,PHD,6,summer2009.xlsx,summer,2009,1,6
College of Social Science-Chicano/Latino Studies,7625,PHD,8,fall2009.xlsx,fall,2009,2,7
College of Social Science-Chicano/Latino Studies,7625,PHD,8,spring2010.xlsx,spring,2010,0,8
College of Social Science-Chicano/Latino Studies,7625,PHD,8,summer2010.xlsx,summer,2010,1,9
College of Social Science-Chicano/Latino Studies,7625,PHD,8,fall2010.xlsx,fall,2010,2,10
College of Social Science-Chicano/Latino Studies,7625,PHD,8,spring2011.xlsx,spring,2011,0,11
College of Social Science-Chicano/Latino Studies,7625,PHD,6,summer2011.xlsx,summer,2011,1,12
College of Social Science-Chicano/Latino Studies,7625,PHD,10,fall2011.xlsx,fall,2011,2,13
