degree,degree_id,degree_level,total,file,term,year,term_numeric,time
College of Social Science-Chicano/Latino Studies,7625,PHD,10,spring2012.xlsx,spring,2012,0,14
College of Social Science-Chicano/Latino Studies,7625,PHD,7,summer2012.xlsx,summer,2012,1,15
College of Social Science-Chicano/Latino Studies,7625,PHD,9,fall2012.xlsx,fall,2012,2,16
College of Social Science-Chicano/Latino Studies,7625,PHD,9,spring2013.xlsx,spring,2013,0,17
College of Social Science-Chicano/Latino Studies,7625,PHD,6,summer2013.xlsx,summer,2013,1,18
College of Social Science-Chicano/Latino Studies,7625,PHD,10,fall2013.xlsx,fall,2013,2,19
College of Social Science-Chicano/Latino Studies,7625,PHD,9,spring2014.xlsx,spring,2014,0,20
College of Social Science-Chicano/Latino Studies,7625,PHD,7,summer2014.xlsx,summer,2014,1,21
College of Social Science-Chicano/Latino Studies,7625,PHD,10,fall2014.xlsx,fall,2014,2,22
College of Social Science-Chicano/Latino Studies,7625,PHD,9,spring2015.xlsx,spring,2015,0,23
College of Social Science-Chicano/Latino Studies,7625,PHD,4,summer2015.xlsx,summer,2015,1,24
College of Social Science-Chicano/Latino Studies,7625,PHD,7,fall2015.xlsx,fall,2015,2,25
College of Social Science-Chicano/Latino Studies,7625,PHD,6,spring2016.xlsx,spring,2016,0,26
College of Social Science-Chicano/Latino Studies,7625,PHD,3,summer2016.xlsx,summer,2016,1,27
College of Social Science-Chicano/Latino Studies,7625,PHD,4,fall2016.xlsx,fall,2016,2,28
College of Social Science-Chicano/Latino Studies,7625,PHD,4,spring2017.xlsx,spring,2017,0,29
College of Social Science-Chicano/Latino Studies,7625,PHD,2,summer2017.xlsx,summer,2017,1,30
College of Social Science-Chicano/Latino Studies,7625,PHD,3,fall2017.xlsx,fall,2017,2,31
College of Social Science-Chicano/Latino Studies,7625,PHD,4,spring2018.xlsx,spring,2018,0,32
College of Social Science-Chicano/Latino Studies,7625,PHD,2,summer2018.xlsx,summer,2018,1,33
College of Social Science-Chicano/Latino Studies,7625,PHD,5,fall2018.xlsx,fall,2018,2,34
College of Social Science-Chicano/Latino Studies,7625,PHD,5,spring2019.xlsx,spring,2019,0,35
College of Social Science-Chicano/Latino Studies,7625,PHD,1,summer2019.xlsx,summer,2019,1,36
College of Social Science-Chicano/Latino Studies,7625,PHD,4,fall2019.xlsx,fall,2019,2,37
College of Social Science-Chicano/Latino Studies,7625,PHD,3,spring2020.xlsx,spring,2020,0,38
College of Social Science-Criminal Justice,4725,PHD,1,spring2002.xlsx,spring,2002,0,1
College of Social Science-Criminal Justice,4725,PHD,2,summer2002.xlsx,summer,2002,1,2
College of Social Science-Criminal Justice,4725,PHD,9,fall2002.xlsx,fall,2002,2,3
College of Social Science-Criminal Justice,4725,PHD,9,spring2003.xlsx,spring,2003,0,4
College of Social Science-Criminal Justice,4725,PHD,4,summer2003.xlsx,summer,2003,1,5
College of Social Science-Criminal Justice,4725,PHD,13,fall2003.xlsx,fall,2003,2,6
College of Social Science-Criminal Justice,4725,PHD,16,spring2004.xlsx,spring,2004,0,7
College of Social Science-Criminal Justice,4725,PHD,11,summer2004.xlsx,summer,2004,1,8
College of Social Science-Criminal Justice,4725,PHD,20,fall2004.xlsx,fall,2004,2,9
College of Social Science-Criminal Justice,4725,PHD,22,spring2005.xlsx,spring,2005,0,10
College of Social Science-Criminal Justice,4725,PHD,11,summer2005.xlsx,summer,2005,1,11
College of Social Science-Criminal Justice,4725,PHD,28,fall2005.xlsx,fall,2005,2,12
College of Social Science-Criminal Justice,4725,PHD,29,spring2006.xlsx,spring,2006,0,13
College of Social Science-Criminal Justice,4725,PHD,10,summer2006.xlsx,summer,2006,1,14
College of Social Science-Criminal Justice,4725,PHD,28,fall2006.xlsx,fall,2006,2,15
College of Social Science-Criminal Justice,4725,PHD,28,spring2007.xlsx,spring,2007,0,16
College of Social Science-Criminal Justice,4725,PHD,12,summer2007.xlsx,summer,2007,1,17
College of Social Science-Criminal Justice,4725,PHD,30,fall2007.xlsx,fall,2007,2,18
College of Social Science-Criminal Justice,4725,PHD,27,spring2008.xlsx,spring,2008,0,19
College of Social Science-Criminal Justice,4725,PHD,16,summer2008.xlsx,summer,2008,1,20
College of Social Science-Criminal Justice,4725,PHD,33,fall2008.xlsx,fall,2008,2,21
College of Social Science-Criminal Justice,4725,PHD,33,spring2009.xlsx,spring,2009,0,22
College of Social Science-Criminal Justice,4725,PHD,16,summer2009.xlsx,summer,2009,1,23
College of Social Science-Criminal Justice,4725,PHD,35,fall2009.xlsx,fall,2009,2,24
College of Social Science-Criminal Justice,4725,PHD,34,spring2010.xlsx,spring,2010,0,25
College of Social Science-Criminal Justice,4725,PHD,14,summer2010.xlsx,summer,2010,1,26
College of Social Science-Criminal Justice,4725,PHD,33,fall2010.xlsx,fall,2010,2,27
College of Social Science-Criminal Justice,4725,PHD,32,spring2011.xlsx,spring,2011,0,28
College of Social Science-Criminal Justice,4725,PHD,10,summer2011.xlsx,summer,2011,1,29
College of Social Science-Criminal Justice,4725,PHD,35,fall2011.xlsx,fall,2011,2,30
College of Social Science-Criminal Justice,4725,PHD,37,spring2012.xlsx,spring,2012,0,31
College of Social Science-Criminal Justice,4725,PHD,5,summer2012.xlsx,summer,2012,1,32
College of Social Science-Criminal Justice,4725,PHD,33,fall2012.xlsx,fall,2012,2,33
College of Social Science-Criminal Justice,4725,PHD,29,spring2013.xlsx,spring,2013,0,34
College of Social Science-Criminal Justice,4725,PHD,5,summer2013.xlsx,summer,2013,1,35
College of Social Science-Criminal Justice,4725,PHD,31,fall2013.xlsx,fall,2013,2,36
College of Social Science-Criminal Justice,4725,PHD,29,spring2014.xlsx,spring,2014,0,37
College of Social Science-Criminal Justice,4725,PHD,9,summer2014.xlsx,summer,2014,1,38
College of Social Science-Criminal Justice,4725,PHD,29,fall2014.xlsx,fall,2014,2,39
College of Social Science-Criminal Justice,4725,PHD,28,spring2015.xlsx,spring,2015,0,40
College of Social Science-Criminal Justice,4725,PHD,6,summer2015.xlsx,summer,2015,1,41
College of Social Science-Criminal Justice,4725,PHD,24,fall2015.xlsx,fall,2015,2,42
College of Social Science-Criminal Justice,4725,PHD,22,spring2016.xlsx,spring,2016,0,43
College of Social Science-Criminal Justice,4725,PHD,3,summer2016.xlsx,summer,2016,1,44
College of Social Science-Criminal Justice,4725,PHD,30,fall2016.xlsx,fall,2016,2,45
College of Social Science-Criminal Justice,4725,PHD,29,spring2017.xlsx,spring,2017,0,46
College of Social Science-Criminal Justice,4725,PHD,8,summer2017.xlsx,summer,2017,1,47
College of Social Science-Criminal Justice,4725,PHD,29,fall2017.xlsx,fall,2017,2,48
College of Social Science-Criminal Justice,4725,PHD,29,spring2018.xlsx,spring,2018,0,49
College of Social Science-Criminal Justice,4725,PHD,4,summer2018.xlsx,summer,2018,1,50
College of Social Science-Criminal Justice,4725,PHD,31,fall2018.xlsx,fall,2018,2,51
College of Social Science-Criminal Justice,4725,PHD,31,spring2019.xlsx,spring,2019,0,52
College of Social Science-Criminal Justice,4725,PHD,6,summer2019.xlsx,summer,2019,1,53
College of Social Science-Criminal Justice,4725,PHD,34,fall2019.xlsx,fall,2019,2,54
College of Social Science-Criminal Justice,4725,PHD,33,spring2020.xlsx,spring,2020,0,55
College of Social Science-Economics,4737,PHD,19,fall2002.xlsx,fall,2002,2,1
College of Social Science-Economics,4737,PHD,19,spring2003.xlsx,spring,2003,0,2
College of Social Science-Economics,4737,PHD,5,summer2003.xlsx,summer,2003,1,3
College of Social Science-Economics,4737,PHD,39,fall2003.xlsx,fall,2003,2,4
College of Social Science-Economics,4737,PHD,36,spring2004.xlsx,spring,2004,0,5
College of Social Science-Economics,4737,PHD,13,summer2004.xlsx,summer,2004,1,6
College of Social Science-Economics,4737,PHD,50,fall2004.xlsx,fall,2004,2,7
College of Social Science-Economics,4737,PHD,44,spring2005.xlsx,spring,2005,0,8
College of Social Science-Economics,4737,PHD,19,summer2005.xlsx,summer,2005,1,9
College of Social Science-Economics,4737,PHD,73,fall2005.xlsx,fall,2005,2,10
College of Social Science-Economics,4737,PHD,71,spring2006.xlsx,spring,2006,0,11
College of Social Science-Economics,4737,PHD,29,summer2006.xlsx,summer,2006,1,12
College of Social Science-Economics,4737,PHD,82,fall2006.xlsx,fall,2006,2,13
College of Social Science-Economics,4737,PHD,80,spring2007.xlsx,spring,2007,0,14
College of Social Science-Economics,4737,PHD,34,summer2007.xlsx,summer,2007,1,15
College of Social Science-Economics,4737,PHD,78,fall2007.xlsx,fall,2007,2,16
College of Social Science-Economics,4737,PHD,75,spring2008.xlsx,spring,2008,0,17
College of Social Science-Economics,4737,PHD,34,summer2008.xlsx,summer,2008,1,18
College of Social Science-Economics,4737,PHD,75,fall2008.xlsx,fall,2008,2,19
College of Social Science-Economics,4737,PHD,74,spring2009.xlsx,spring,2009,0,20
College of Social Science-Economics,4737,PHD,31,summer2009.xlsx,summer,2009,1,21
College of Social Science-Economics,4737,PHD,74,fall2009.xlsx,fall,2009,2,22
College of Social Science-Economics,4737,PHD,73,spring2010.xlsx,spring,2010,0,23
College of Social Science-Economics,4737,PHD,34,summer2010.xlsx,summer,2010,1,24
College of Social Science-Economics,4737,PHD,83,fall2010.xlsx,fall,2010,2,25
College of Social Science-Economics,4737,PHD,75,spring2011.xlsx,spring,2011,0,26
College of Social Science-Economics,4737,PHD,39,summer2011.xlsx,summer,2011,1,27
College of Social Science-Economics,4737,PHD,64,fall2011.xlsx,fall,2011,2,28
College of Social Science-Economics,4737,PHD,59,spring2012.xlsx,spring,2012,0,29
College of Social Science-Economics,4737,PHD,26,summer2012.xlsx,summer,2012,1,30
College of Social Science-Economics,4737,PHD,51,fall2012.xlsx,fall,2012,2,31
College of Social Science-Economics,4737,PHD,59,spring2013.xlsx,spring,2013,0,32
College of Social Science-Economics,4737,PHD,29,summer2013.xlsx,summer,2013,1,33
College of Social Science-Economics,4737,PHD,50,fall2013.xlsx,fall,2013,2,34
College of Social Science-Economics,4737,PHD,61,spring2014.xlsx,spring,2014,0,35
College of Social Science-Economics,4737,PHD,28,summer2014.xlsx,summer,2014,1,36
College of Social Science-Economics,4737,PHD,72,fall2014.xlsx,fall,2014,2,37
College of Social Science-Economics,4737,PHD,71,spring2015.xlsx,spring,2015,0,38
College of Social Science-Economics,4737,PHD,18,summer2015.xlsx,summer,2015,1,39
College of Social Science-Economics,4737,PHD,76,fall2015.xlsx,fall,2015,2,40
College of Social Science-Economics,4737,PHD,75,spring2016.xlsx,spring,2016,0,41
College of Social Science-Economics,4737,PHD,14,summer2016.xlsx,summer,2016,1,42
College of Social Science-Economics,4737,PHD,77,fall2016.xlsx,fall,2016,2,43
College of Social Science-Economics,4737,PHD,78,spring2017.xlsx,spring,2017,0,44
College of Social Science-Economics,4737,PHD,9,summer2017.xlsx,summer,2017,1,45
College of Social Science-Economics,4737,PHD,82,fall2017.xlsx,fall,2017,2,46
College of Social Science-Economics,4737,PHD,78,spring2018.xlsx,spring,2018,0,47
College of Social Science-Economics,4737,PHD,12,summer2018.xlsx,summer,2018,1,48
College of Social Science-Economics,4737,PHD,75,fall2018.xlsx,fall,2018,2,49
College of Social Science-Economics,4737,PHD,75,spring2019.xlsx,spring,2019,0,50
College of Social Science-Economics,4737,PHD,3,summer2019.xlsx,summer,2019,1,51
College of Social Science-Economics,4737,PHD,74,fall2019.xlsx,fall,2019,2,52
College of Social Science-Economics,4737,PHD,74,spring2020.xlsx,spring,2020,0,53
College of Social Science-Family and Child Ecology,7646,PHD,23,summer2006.xlsx,summer,2006,1,1
College of Social Science-Family and Child Ecology,7646,PHD,41,fall2006.xlsx,fall,2006,2,2
College of Social Science-Family and Child Ecology,7646,PHD,42,spring2007.xlsx,spring,2007,0,3
College of Social Science-Family and Child Ecology,7646,PHD,32,summer2007.xlsx,summer,2007,1,4
College of Social Science-Family and Child Ecology,7646,PHD,42,fall2007.xlsx,fall,2007,2,5
College of Social Science-Family and Child Ecology,7646,PHD,43,spring2008.xlsx,spring,2008,0,6
College of Social Science-Family and Child Ecology,7646,PHD,37,summer2008.xlsx,summer,2008,1,7
College of Social Science-Family and Child Ecology,7646,PHD,42,fall2008.xlsx,fall,2008,2,8
College of Social Science-Family and Child Ecology,7646,PHD,40,spring2009.xlsx,spring,2009,0,9
College of Social Science-Family and Child Ecology,7646,PHD,33,summer2009.xlsx,summer,2009,1,10
College of Social Science-Family and Child Ecology,7646,PHD,42,fall2009.xlsx,fall,2009,2,11
College of Social Science-Family and Child Ecology,7646,PHD,39,spring2010.xlsx,spring,2010,0,12
College of Social Science-Family and Child Ecology,7646,PHD,33,summer2010.xlsx,summer,2010,1,13
College of Social Science-Family and Child Ecology,7646,PHD,38,fall2010.xlsx,fall,2010,2,14
College of Social Science-Family and Child Ecology,7646,PHD,34,spring2011.xlsx,spring,2011,0,15
College of Social Science-Family and Child Ecology,7646,PHD,21,summer2011.xlsx,summer,2011,1,16
College of Social Science-Family and Child Ecology,7646,PHD,21,fall2011.xlsx,fall,2011,2,17
College of Social Science-Family and Child Ecology,7646,PHD,20,spring2012.xlsx,spring,2012,0,18
College of Social Science-Family and Child Ecology,7646,PHD,13,summer2012.xlsx,summer,2012,1,19
College of Social Science-Family and Child Ecology,7646,PHD,18,fall2012.xlsx,fall,2012,2,20
College of Social Science-Family and Child Ecology,7646,PHD,18,spring2013.xlsx,spring,2013,0,21
College of Social Science-Family and Child Ecology,7646,PHD,12,summer2013.xlsx,summer,2013,1,22
College of Social Science-Family and Child Ecology,7646,PHD,14,fall2013.xlsx,fall,2013,2,23
College of Social Science-Family and Child Ecology,7646,PHD,8,spring2014.xlsx,spring,2014,0,24
College of Social Science-Family and Child Ecology,7646,PHD,4,summer2014.xlsx,summer,2014,1,25
College of Social Science-Family and Child Ecology,7646,PHD,5,fall2014.xlsx,fall,2014,2,26
College of Social Science-Family and Child Ecology,7646,PHD,4,spring2015.xlsx,spring,2015,0,27
College of Social Science-Family and Child Ecology,7646,PHD,2,summer2015.xlsx,summer,2015,1,28
College of Social Science-Family and Child Ecology,7646,PHD,2,fall2015.xlsx,fall,2015,2,29
College of Social Science-Family and Child Ecology,7646,PHD,3,spring2016.xlsx,spring,2016,0,30
College of Social Science-Family and Child Ecology,7646,PHD,1,summer2016.xlsx,summer,2016,1,31
College of Social Science-Family and Child Ecology,7646,PHD,1,fall2016.xlsx,fall,2016,2,32
College of Social Science-Geography,4347,PHD,12,summer1994.xlsx,summer,1994,1,1
College of Social Science-Geography,4347,PHD,18,fall1994.xlsx,fall,1994,2,2
College of Social Science-Geography,4347,PHD,15,spring1995.xlsx,spring,1995,0,3
College of Social Science-Geography,4347,PHD,10,summer1995.xlsx,summer,1995,1,4
College of Social Science-Geography,4347,PHD,12,fall1995.xlsx,fall,1995,2,5
College of Social Science-Geography,4347,PHD,11,spring1996.xlsx,spring,1996,0,6
College of Social Science-Geography,4347,PHD,6,summer1996.xlsx,summer,1996,1,7
College of Social Science-Geography,4347,PHD,8,fall1996.xlsx,fall,1996,2,8
College of Social Science-Geography,4347,PHD,9,spring1997.xlsx,spring,1997,0,9
College of Social Science-Geography,4347,PHD,4,summer1997.xlsx,summer,1997,1,10
College of Social Science-Geography,4347,PHD,10,fall1997.xlsx,fall,1997,2,11
College of Social Science-Geography,4347,PHD,15,spring1998.xlsx,spring,1998,0,12
College of Social Science-Geography,4347,PHD,11,summer1998.xlsx,summer,1998,1,13
College of Social Science-Geography,4347,PHD,19,fall1998.xlsx,fall,1998,2,14
College of Social Science-Geography,4347,PHD,18,spring1999.xlsx,spring,1999,0,15
College of Social Science-Geography,4347,PHD,10,summer1999.xlsx,summer,1999,1,16
College of Social Science-Geography,4347,PHD,20,fall1999.xlsx,fall,1999,2,17
College of Social Science-Geography,4347,PHD,22,spring2000.xlsx,spring,2000,0,18
College of Social Science-Geography,4347,PHD,14,summer2000.xlsx,summer,2000,1,19
College of Social Science-Geography,4347,PHD,19,fall2000.xlsx,fall,2000,2,20
College of Social Science-Geography,4347,PHD,20,spring2001.xlsx,spring,2001,0,21
College of Social Science-Geography,4347,PHD,13,summer2001.xlsx,summer,2001,1,22
College of Social Science-Geography,4347,PHD,22,fall2001.xlsx,fall,2001,2,23
College of Social Science-Geography,4347,PHD,24,spring2002.xlsx,spring,2002,0,24
College of Social Science-Geography,4347,PHD,12,summer2002.xlsx,summer,2002,1,25
College of Social Science-Geography,4347,PHD,19,fall2002.xlsx,fall,2002,2,26
College of Social Science-Geography,4347,PHD,23,spring2003.xlsx,spring,2003,0,27
College of Social Science-Geography,4347,PHD,10,summer2003.xlsx,summer,2003,1,28
College of Social Science-Geography,4347,PHD,20,fall2003.xlsx,fall,2003,2,29
College of Social Science-Geography,4347,PHD,18,spring2004.xlsx,spring,2004,0,30
College of Social Science-Geography,4347,PHD,7,summer2004.xlsx,summer,2004,1,31
College of Social Science-Geography,4347,PHD,27,fall2004.xlsx,fall,2004,2,32
College of Social Science-Geography,4347,PHD,27,spring2005.xlsx,spring,2005,0,33
College of Social Science-Geography,4347,PHD,11,summer2005.xlsx,summer,2005,1,34
College of Social Science-Geography,4347,PHD,26,fall2005.xlsx,fall,2005,2,35
College of Social Science-Geography,4347,PHD,27,spring2006.xlsx,spring,2006,0,36
College of Social Science-Geography,4347,PHD,13,summer2006.xlsx,summer,2006,1,37
College of Social Science-Geography,4347,PHD,26,fall2006.xlsx,fall,2006,2,38
College of Social Science-Geography,4347,PHD,26,spring2007.xlsx,spring,2007,0,39
College of Social Science-Geography,4347,PHD,8,summer2007.xlsx,summer,2007,1,40
College of Social Science-Geography,4347,PHD,26,fall2007.xlsx,fall,2007,2,41
College of Social Science-Geography,4347,PHD,25,spring2008.xlsx,spring,2008,0,42
College of Social Science-Geography,4347,PHD,11,summer2008.xlsx,summer,2008,1,43
College of Social Science-Geography,4347,PHD,27,fall2008.xlsx,fall,2008,2,44
College of Social Science-Geography,4347,PHD,27,spring2009.xlsx,spring,2009,0,45
College of Social Science-Geography,4347,PHD,14,summer2009.xlsx,summer,2009,1,46
College of Social Science-Geography,4347,PHD,27,fall2009.xlsx,fall,2009,2,47
College of Social Science-Geography,4347,PHD,27,spring2010.xlsx,spring,2010,0,48
College of Social Science-Geography,4347,PHD,17,summer2010.xlsx,summer,2010,1,49
